"quad","year","trackID","age","distEdgeMin","allEdge","QuadName","Grazing","Group","area.t0","logarea.t0","logarea.t1","species","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment","Period","Treatment2","Treatment3"
"Q1",1932,10,1,19.7947933214241,0,"E1 Q1","UG","E1",2.39386482874057,0.872909143027332,1.34234237579207,"POSE",0.353245317566393,0,0.00317762464208372,0.0471945052832445,1.16619996628176,1.00479,"Control","Historical","Control","Control"
"Q1",1932,12,1,11.4078097133449,0,"E1 Q1","UG","E1",19.6724726346788,2.97922033038162,0.916469074633732,"POSE",1.37993145365647,0,1.46356706300975,0.000859773473637982,1.90735351113528,0,"Control","Historical","Control","Control"
"Q1",1932,24,1,7.13624721930015,0,"E1 Q1","UG","E1",19.37000886159,2.96372593490925,2.62291462880723,"POSE",0.0904038980938729,0,0.0117025260924122,0,0.289398795314412,0,"Control","Historical","Control","Control"
"Q1",1932,29,1,40.8546769627311,0,"E1 Q1","UG","E1",7.31474567631709,1.98989226644692,1.83737557823408,"POSE",0,0,1.14302815830578e-05,0.00149357397666701,6.49193869243104,0,"Control","Historical","Control","Control"
"Q1",1932,31,1,21.0809784956043,0,"E1 Q1","UG","E1",4.53616484599823,1.51208190747548,0.362889288330709,"POSE",0,0,0.000148938157337029,0.624212790006826,4.95011409364189,0,"Control","Historical","Control","Control"
"Q1",1933,10,2,19.4277238123934,0,"E1 Q1","UG","E1",3.82799962562684,1.34234237579207,1.21120471864163,"POSE",0.417321244188033,0.00133019386094637,5.52814412427553e-05,0.0771007630678034,2.53436465292574,1.00143,"Control","Historical","Control","Control"
"Q1",1933,12,2,12.3667628479113,0,"E1 Q1","UG","E1",2.50044589665898,0.916469074633732,0.573257652103085,"POSE",6.79740522570554,1.54326887746662,0.00670215996684683,1.48869686573588,14.5024261853342,0.13594,"Control","Historical","Control","Control"
"Q1",1933,24,2,7.9087565893949,0,"E1 Q1","UG","E1",13.7758165203565,2.62291462880723,2.12561275459913,"POSE",0.441491503025247,0.000324602311800191,0.00107906517779922,0.0528637779460343,0.175183750103573,0.0049,"Control","Historical","Control","Control"
"Q1",1933,29,2,40.075117558512,0,"E1 Q1","UG","E1",6.28003515399335,1.83737557823408,0.744629050812689,"POSE",0,0.0003399459902147,1.24715758483962e-08,0.00540054765110024,6.71775048499576,0,"Control","Historical","Control","Control"
"Q1",1933,31,2,20.4408339321408,0,"E1 Q1","UG","E1",1.43747670498568,0.362889288330709,-0.121094804012949,"POSE",0,0,0.00026994316523351,4.39660774299113,2.59770445115462,0.00017,"Control","Historical","Control","Control"
"Q1",1933,94,1,12.7166956477044,0,"E1 Q1","UG","E1",3.18384547911912,1.15808973637709,0.805424852106303,"POSE",7.00823744488426,0,0.392666297738164,0,0.274673733172677,0,"Control","Historical","Control","Control"
"Q1",1934,10,3,20.097573,0,"E1 Q1","UG","E1",3.35752709253685,1.21120471864163,1.55569428028795,"POSE",0.191291291674076,0.0109437940013256,8.46330410095346e-05,0.0532801584930288,2.26455535383642,1.00479,"Control","Historical","Control","Control"
"Q1",1934,12,3,10.25370115,0,"E1 Q1","UG","E1",1.77403684319723,0.573257652103085,0.132890740782196,"POSE",0.792523824946323,0.341473149679248,0.00254917831538586,0.0674735655643219,21.0702678273345,1.13594,"Control","Historical","Control","Control"
"Q1",1934,24,3,8.26465815,0,"E1 Q1","UG","E1",8.3780295917706,2.12561275459913,3.14776390239571,"POSE",0.333181825411507,0.000273022170345277,0.000969015328016963,0.0014820583363184,0.484951371004218,0.00041,"Control","Historical","Control","Control"
"Q1",1934,29,3,41.98536755,0,"E1 Q1","UG","E1",2.10566019715103,0.744629050812689,0.370828705260148,"POSE",0,0.000281249373662942,4.88498130835069e-15,0.0010661689359753,0.89250506241118,0.00011,"Control","Historical","Control","Control"
"Q1",1934,31,3,21.49801365,0,"E1 Q1","UG","E1",0.88594996399952,-0.121094804012949,1.54957875468685,"POSE",0,0.0007625,0.000263440767335153,0.695799579302044,1.27379332711015,0.00044,"Control","Historical","Control","Control"
"Q1",1934,94,2,8.6684269148649,0,"E1 Q1","UG","E1",2.23764696592835,0.805424852106303,1.48297267249038,"POSE",11.9178204887093,0,1.49289824946664e-14,0.000134263109091138,0.191763055374153,0,"Control","Historical","Control","Control"
"Q1",1935,10,4,18.9592651857869,0,"E1 Q1","UG","E1",4.73837514387507,1.55569428028795,2.36422920385356,"POSE",0.457873579556967,0.000176481668559634,0.00101543379147416,0.129218803209601,3.80453742945281,0.76309,"Control","Historical","Control","Control"
"Q1",1935,12,4,9.8614261347258,0,"E1 Q1","UG","E1",1.14212520380714,0.132890740782196,0.0202170942961592,"POSE",2.19335497720855,1.22460757435541,0.0157976136969408,0.00561004464859623,11.0743863304732,0.51369,"Control","Historical","Control","Control"
"Q1",1935,24,4,8.78581283257521,0,"E1 Q1","UG","E1",23.2839411610854,3.14776390239571,3.11370489008906,"POSE",10.0092945471676,0.00312757520976795,0.000386240658093525,0.000145,0.406696335115316,0.00157,"Control","Historical","Control","Control"
"Q1",1935,29,4,43.6234058514701,0,"E1 Q1","UG","E1",1.44893485720876,0.370828705260148,0.981740718287213,"POSE",0.0455756926236888,0.0025267803070967,0,0.00223726129086144,1.66649203009276,0.00146,"Control","Historical","Control","Control"
"Q1",1935,31,4,20.2130175293909,0,"E1 Q1","UG","E1",4.70948591581918,1.54957875468685,1.62028156537828,"POSE",0.0022125,0,0.0905828352164757,2.01523698646769,3.03109169099213,0.00052,"Control","Historical","Control","Control"
"Q1",1935,94,3,7.6187503513872,0,"E1 Q1","UG","E1",4.40602389869446,1.48297267249038,-0.774833226598359,"POSE",32.6434089677697,0,0,0.000277020083660717,0.698277204104367,0,"Control","Historical","Control","Control"
"Q1",1935,97,1,22.8149980041862,0,"E1 Q1","UG","E1",2.70630863874963,0.995585580432164,1.35197081946468,"POSE",1.96735336445049,0,1.17495839724313e-08,0.23723325430612,20.4191313069095,0.37775,"Control","Historical","Control","Control"
"Q1",1936,10,5,18.7376816301399,0,"E1 Q1","UG","E1",10.6358375945485,2.36422920385356,2.11701884302765,"POSE",0.694255285592153,0.0235211851255031,0.000401964044806106,0.0500993754688145,2.65057096246631,0.65582,"Control","Historical","Control","Control"
"Q1",1936,12,5,10.4816667551407,0,"E1 Q1","UG","E1",1.02042284396136,0.0202170942961592,-0.0177509695687803,"POSE",5.11571583496798,0.319953564572043,0.00172164917932792,0.00619618252158875,46.2768845727549,1.00479,"Control","Historical","Control","Control"
"Q1",1936,24,5,8.1845433390941,0,"E1 Q1","UG","E1",22.5042659741311,3.11370489008906,3.41616532254938,"POSE",1.02007746076419,0.00206326637936506,4.57955643466667e-05,0.0001812506172,0.442793703346475,0.00496,"Control","Historical","Control","Control"
"Q1",1936,29,5,42.8618168121865,0,"E1 Q1","UG","E1",2.66909834876318,0.981740718287213,1.20008785382193,"POSE",0,0.0117337489890679,2.50467113716013e-09,0.0163054669339817,0.896272294666204,0.00239,"Control","Historical","Control","Control"
"Q1",1936,31,5,20.5440839397423,0,"E1 Q1","UG","E1",5.05451329217126,1.62028156537828,1.77891030711569,"POSE",0,0.00240618078368392,0.000988012842131063,3.13423179579519,2.59937301351626,0.13819,"Control","Historical","Control","Control"
"Q1",1936,97,2,21.4793784888289,0,"E1 Q1","UG","E1",3.86503531631012,1.35197081946468,-0.366346174625244,"POSE",1.53989024616225,0,0,0.227794686565566,1.12828513858928,0,"Control","Historical","Control","Control"
"Q1",1937,10,6,18.97283785,0,"E1 Q1","UG","E1",8.30633804296414,2.11701884302765,1.58252579097831,"POSE",0.842085688334568,0.0803330335127134,0.000840663883393177,0.0473853298767372,2.17141455783,0.76502,"Control","Historical","Control","Control"
"Q1",1937,12,6,13.3586644192329,0,"E1 Q1","UG","E1",0.98240565080117,-0.0177509695687803,-0.0117820829945074,"POSE",5.53926001218486,1.79597951529815,0.0170661117012728,0.182044702457313,38.3551169235301,0.27188,"Control","Historical","Control","Control"
"Q1",1937,24,6,7.65480505,0,"E1 Q1","UG","E1",30.4524156453946,3.41616532254938,3.31654056199275,"POSE",0.829280522942006,0.00139110328614494,0.00104734008065195,0.00372,0.549511897753522,0.00154,"Control","Historical","Control","Control"
"Q1",1937,29,6,43.031859,0,"E1 Q1","UG","E1",3.32040862051065,1.20008785382193,-0.90011581295781,"POSE",0.0135318174039595,0.000329903806086175,5.04389890906175e-07,0.00192155758974877,1.10802135235968,0.00432,"Control","Historical","Control","Control"
"Q1",1937,31,6,19.8989738,0,"E1 Q1","UG","E1",5.92339821561479,1.77891030711569,1.76945181996889,"POSE",0.00510088595737066,0.00563214906958121,0.0963003899194048,1.80929839973612,3.14423129437092,0.00168,"Control","Historical","Control","Control"
"Q1",1937,89,6,0.533337849999999,0,"E1 Q1","UG","E1",24.5657876485783,3.20135472896077,2.17994102246465,"POSE",0.270953457804316,0,0.00113727511177999,0.00447702199157831,0.0486355443928469,0.14359,"Control","Historical","Control","Control"
"Q1",1937,97,3,22.99561835,0,"E1 Q1","UG","E1",0.69326276968625,-0.366346174625244,-0.281559556174957,"POSE",4.64256474164107,0,0.000357499999999999,0.0785146039313076,28.3102899404099,0.13594,"Control","Historical","Control","Control"
"Q1",1937,98,3,13.1161941,0,"E1 Q1","UG","E1",3.57566484395082,1.27415112919153,1.2648841639245,"POSE",0.00644114450050164,0.0110515235473738,0.181060204396483,2.83960325016732,0.950579031316048,0.00012,"Control","Historical","Control","Control"
"Q1",1938,10,7,18.8315308396085,0,"E1 Q1","UG","E1",4.86723391425898,1.58252579097831,2.43419875636572,"POSE",0.798104133964356,0.170568183908265,0.000638357541133716,0.0722441267825687,6.81333702763721,0.38394,"Control","Historical","Control","Control"
"Q1",1938,12,7,9.1827292590938,0,"E1 Q1","UG","E1",0.9882870539532,-0.0117820829945074,1.42565260698131,"POSE",15.1281372197592,0.875315178118121,0.0272152059147222,0.00209163086212482,29.615531411143,1.75544,"Control","Historical","Control","Control"
