"quad","year","trackID","age","distEdgeMin","allEdge","QuadName","Grazing","Group","area.t0","logarea.t0","logarea.t1","species","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment","Period","Treatment2","Treatment3"
"Q1",1932,2,1,8.93967225020928,0,"E1 Q1","UG","E1",3.64560044603941,1.2935210833176,0.978063219934984,"PSSP",0.206868500587135,0,0.0302317436370969,0.00836000743848051,9.00553699804463,0.06351,"Control","Historical","Control","Control"
"Q1",1932,3,1,13.8057581456489,0,"E1 Q1","UG","E1",16.1847469532907,2.78406925261222,1.36051024962928,"PSSP",0.0877947343043508,0,0,0.0638514928520384,0.142356248747983,0.15165,"Control","Historical","Control","Control"
"Q1",1932,5,1,7.12809801816672,0,"E1 Q1","UG","E1",0.61051174081317,-0.493457754145096,0.146278853765835,"PSSP",0.121756968346838,0,0,1.35062650638654,0.0864960452723636,0.18272,"Control","Historical","Control","Control"
"Q1",1932,6,1,5.99545818582409,0,"E1 Q1","UG","E1",0.6067215582744,-0.499685311000447,-0.438684535653288,"PSSP",0.0608379762516229,0,0,1.12099355366436,0.0528918615878322,0.27229,"Control","Historical","Control","Control"
"Q1",1932,8,1,7.99549486077708,0,"E1 Q1","UG","E1",28.625813332543,3.3543088748347,3.92465065604628,"PSSP",0,0,0.0115226072265136,0.000161745056750589,1.28446782973596,0.00479,"Control","Historical","Control","Control"
"Q1",1932,9,1,3.32166047867609,0,"E1 Q1","UG","E1",11.132356277213,2.40985584793169,2.55360081695697,"PSSP",0.402480271129525,0,0.00020502922384012,0.00045102223618598,0.0665090168572888,0.04678,"Control","Historical","Control","Control"
"Q1",1933,12,1,13.8583347566044,0,"E1 Q1","UG","E1",0.5669613891609,-0.567464074291061,-1.38629436111989,"PSSP",2.02508202570039,1.57608289073878,1.40685800858173,1.19811778912643,5.91478909857128,0.04667,"Control","Historical","Control","Control"
"Q1",1933,2,2,11.0069074070609,0,"E1 Q1","UG","E1",2.65930077031483,0.978063219934984,0.644433624345436,"PSSP",0.755858102441202,0,0,1.26006771254516e-09,4.36145277422128,0.00149,"Control","Historical","Control","Control"
"Q1",1933,21,1,5.0721472216409,0,"E1 Q1","UG","E1",0.61153248788156,-0.491787197086996,-0.28768207245179,"PSSP",0.692655223832553,0,0,0.306088491163073,17.7764866242336,0.00663,"Control","Historical","Control","Control"
"Q1",1933,3,2,12.247094126398,0,"E1 Q1","UG","E1",3.89818184026542,1.36051024962928,1.79995203048937,"PSSP",0.0283109273684533,0,0,0.348415280108189,2.13602404392973,0.13594,"Control","Historical","Control","Control"
