"quad","year","trackID","age","distEdgeMin","allEdge","QuadName","Grazing","Group","area.t0","logarea.t0","logarea.t1","species","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment","Period","Treatment2","Treatment3"
"Q1",1932,1,1,7.2e-09,0,"E1 Q1","UG","E1",47.16780136,3.85371148522829,4.12203240041472,"ARTR",0,0,0,0.0253136248856084,5.14194581818352,0.04953,"Control","Historical","Control","Control"
"Q1",1932,2,1,2.241887836,0,"E1 Q1","UG","E1",130.3759727,4.8704223740793,5.49206434104945,"ARTR",6.20403994844308e-12,0,0,0.000694635221357248,2.17242105819306,3e-05,"Control","Historical","Control","Control"
"Q1",1932,4,1,7.672801129,0,"E1 Q1","UG","E1",136.4095361,4.91566165572218,5.12703138379501,"ARTR",0,0,0.190915898431743,0.0607079283970838,0.962241758015007,0.00014,"Control","Historical","Control","Control"
"Q1",1932,5,1,-1.95e-08,0,"E1 Q1","UG","E1",81.55941632,4.40133178923141,4.58168198356202,"ARTR",0,0,0.257524110268004,5.99446989349464e-05,2.81931760092447,0.00674,"Control","Historical","Control","Control"
"Q1",1933,1,2,-1.85e-08,0,"E1 Q1","UG","E1",61.68448252,4.12203240041472,3.44592390071585,"ARTR",0.14015835730565,0,0,0.0211055090252372,1.81659409172002,3e-05,"Control","Historical","Control","Control"
"Q1",1933,2,2,2.506787059,0,"E1 Q1","UG","E1",242.7578249,5.49206434104945,5.05145571805528,"ARTR",0.0733801703498203,0,0.0385545142045272,0.000265930077291125,2.07962037398491,3e-05,"Control","Historical","Control","Control"
"Q1",1933,4,2,5.694694113,0,"E1 Q1","UG","E1",168.5161151,5.12703138379501,4.56609024539789,"ARTR",0,0.270195243726375,0.0174139487120252,0.274801512020104,4.78689688889479,0.00482,"Control","Historical","Control","Control"
"Q1",1933,5,2,9.17e-09,0,"E1 Q1","UG","E1",97.67854983,4.58168198356202,3.57323242291865,"ARTR",0.0283109272448394,0,0,0.00073121692671608,0.376188990551697,0.05371,"Control","Historical","Control","Control"
"Q1",1933,6,1,11.67812301,0,"E1 Q1","UG","E1",134.9227374,4.90470229904781,3.68781852778056,"ARTR",0.103313757941821,0,0,0.0136704616478651,11.1638189056189,0.00154,"Control","Historical","Control","Control"
"Q1",1933,7,1,5.851367513,0,"E1 Q1","UG","E1",21.36948194,3.06196382664132,3.97957019273712,"ARTR",0.559417144479626,0,0.052410389117776,5.71856714815153e-05,0.169770678006634,0.00025,"Control","Historical","Control","Control"
"Q1",1934,1,3,2.996504246,0,"E1 Q1","UG","E1",31.37225491,3.44592390071585,3.98723415491507,"ARTR",0.00110567318492278,0.0031075,0,0.0257583912546497,0.368231787917472,0.04956,"Control","Historical","Control","Control"
"Q1",1934,2,3,5.359333965,0,"E1 Q1","UG","E1",156.2497546,5.05145571805528,5.96627046249528,"ARTR",0.0283588616879064,0,0.0154577210405005,0.00430248367430434,1.10956751812565,3e-05,"Control","Historical","Control","Control"
"Q1",1934,4,3,6.973012084,0,"E1 Q1","UG","E1",96.16738293,4.56609024539789,5.29306963928162,"ARTR",0,0.0393815210726837,0.0054778789656767,0.052490802858247,5.41345570268282,0.01676,"Control","Historical","Control","Control"
"Q1",1934,5,3,0.126283955,0,"E1 Q1","UG","E1",35.63158355,3.57323242291865,4.86091428543978,"ARTR",1.02421937413055e-09,0,0.000344083147691422,0.00215459950345019,0.0618698074034828,0.425,"Control","Historical","Control","Control"
"Q1",1934,6,2,20.56658862,0,"E1 Q1","UG","E1",39.95758545,3.68781852778056,4.38062014265254,"ARTR",0.273306429704149,1.26211241147859e-05,0,0.00291718337657622,0.597161294916139,0.00143,"Control","Historical","Control","Control"
"Q1",1934,7,2,0.281508174,0,"E1 Q1","UG","E1",53.49403716,3.97957019273712,4.97919794859668,"ARTR",5.53823440441193e-12,0,0,0.0246909642017297,0.172957809376917,0.05625,"Control","Historical","Control","Control"
"Q1",1934,9,1,1.4e-08,0,"E1 Q1","UG","E1",55.46462314,4.01574539661241,4.6950315150037,"ARTR",0.116284720457458,0,0.0171276030385969,0.000156671935846721,0.15009684629229,0.0153,"Control","Historical","Control","Control"
"Q1",1935,1,4,-1.72e-08,0,"E1 Q1","UG","E1",53.90558848,3.98723415491507,3.48889326920986,"ARTR",5.17342156529093e-05,0.0108675,0,0.142061172131691,1.20559560423848,0.06822,"Control","Historical","Control","Control"
"Q1",1935,11,1,-7.08e-09,0,"E1 Q1","UG","E1",10.99469563,2.39741294104056,3.31809034915398,"ARTR",0.425117487222211,0.0462401655643586,0.001555,4.26169030857314,16.8461323781748,0.01533,"Control","Historical","Control","Control"
"Q1",1935,2,4,-1.72e-08,0,"E1 Q1","UG","E1",390.0482551,5.96627046249528,5.49307970037553,"ARTR",0.0886554029363766,0,0.0260078398906973,0.0079668481417866,1.93051559309225,3e-05,"Control","Historical","Control","Control"
"Q1",1935,4,4,4.80641911,0,"E1 Q1","UG","E1",198.9532036,5.29306963928162,5.21102589306232,"ARTR",0.084630075696541,0.0330262146793574,0.0164826696773948,0.197001331145076,1.38569351322285,0.00195,"Control","Historical","Control","Control"
"Q1",1935,5,4,0.13938941,0,"E1 Q1","UG","E1",129.142221,4.86091428543978,4.94413168539377,"ARTR",0,0,0.000619706082900029,0.00142394621977528,0.211912791051248,0.58163,"Control","Historical","Control","Control"
"Q1",1935,6,3,17.54832303,0,"E1 Q1","UG","E1",79.88755973,4.38062014265254,4.49225892327615,"ARTR",0.533133641112193,6.72389040216857e-05,0.0188840236952941,0.0125994824052881,1.6432201668256,0.00143,"Control","Historical","Control","Control"
"Q1",1935,7,3,5.79831131,0,"E1 Q1","UG","E1",145.3577505,4.97919794859668,4.4621217802033,"ARTR",0.0303257348633988,0,0,0.00679017038300594,0.418950254166779,1.04862,"Control","Historical","Control","Control"
"Q1",1935,9,2,-9.78e-09,0,"E1 Q1","UG","E1",109.4022564,4.6950315150037,3.14901919702254,"ARTR",0.21942306055236,0,0.631550479844581,0.000123453039058925,0.154600980570739,0.0049,"Control","Historical","Control","Control"
"Q1",1936,1,5,1.71e-08,0,"E1 Q1","UG","E1",32.74968256,3.48889326920986,3.68390312671002,"ARTR",0.00093696219531972,0.0823826698653299,0,0.128353412330966,2.09060510652589,0.0153,"Control","Historical","Control","Control"
"Q1",1936,2,5,1.71e-08,0,"E1 Q1","UG","E1",243.0044365,5.49307970037553,6.17656549344287,"ARTR",0.0141930687783229,0.18285403063775,0.0186871201489555,0.0189390796677373,0.629681929263898,1.02009,"Control","Historical","Control","Control"
"Q1",1936,4,5,5.558158184,0,"E1 Q1","UG","E1",183.2819895,5.21102589306232,5.27152179798246,"ARTR",0.0651262176138685,0.136532340358103,0.0104599953839784,0.135090669831772,3.82226625132455,0.01725,"Control","Historical","Control","Control"
"Q1",1936,5,5,0.158175336,0,"E1 Q1","UG","E1",140.3489309,4.94413168539377,5.00531424974933,"ARTR",0,3.25e-05,0.0424534340692793,0.270014878976638,0.0295933466001566,1.17044,"Control","Historical","Control","Control"
"Q1",1936,6,4,12.54221753,0,"E1 Q1","UG","E1",89.32299194,4.49225892327615,5.24104305887501,"ARTR",0.230578739041764,0,0.00973000733148811,0.0180562604086069,0.0402662364979077,0.00014,"Control","Historical","Control","Control"
"Q1",1936,7,4,5.930048803,0,"E1 Q1","UG","E1",86.6712114,4.4621217802033,5.14765908477645,"ARTR",0.00873407050463288,0.00402111601537031,0,0.385878393379993,0.382891872029783,0.13778,"Control","Historical","Control","Control"
"Q1",1936,9,3,1.42600662,0,"E1 Q1","UG","E1",23.31318772,3.14901919702254,3.1745404259814,"ARTR",0.174181382041207,3.25e-05,0.563329358144082,0.00102438940068522,0.143955222335045,0.38254,"Control","Historical","Control","Control"
