"species","quad","year","trackID","age","logarea","survives","distEdgeMin","allEdge","QuadName","Grazing","Group","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment","Period","Treatment2","Treatment3"
"ARTR","Q1",1932,5,1,4.40133178923141,1,-1.95e-08,0,"E1 Q1","UG","E1",0,0,0.257524110268004,5.99446989349464e-05,2.81931760092447,0.00674,"Control","Historical","Control","Control"
"ARTR","Q1",1932,2,1,4.8704223740793,1,2.241887836,0,"E1 Q1","UG","E1",6.20403994844308e-12,0,0,0.000694635221357248,2.17242105819306,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1932,4,1,4.91566165572218,1,7.672801129,0,"E1 Q1","UG","E1",0,0,0.190915898431743,0.0607079283970838,0.962241758015007,0.00014,"Control","Historical","Control","Control"
"ARTR","Q1",1932,1,1,3.85371148522829,1,7.2e-09,0,"E1 Q1","UG","E1",0,0,0,0.0253136248856084,5.14194581818352,0.04953,"Control","Historical","Control","Control"
"ARTR","Q1",1932,3,1,5.05122480079331,0,5.769712837,0,"E1 Q1","UG","E1",0,0,0,0.00153646757303362,0.282132162002554,0.05146,"Control","Historical","Control","Control"
"ARTR","Q1",1933,7,1,3.06196382664132,1,5.851367513,0,"E1 Q1","UG","E1",0.559417144479626,0,0.052410389117776,5.71856714815153e-05,0.169770678006634,0.00025,"Control","Historical","Control","Control"
"ARTR","Q1",1933,1,2,4.12203240041472,1,-1.85e-08,0,"E1 Q1","UG","E1",0.14015835730565,0,0,0.0211055090252372,1.81659409172002,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1933,2,2,5.49206434104945,1,2.506787059,0,"E1 Q1","UG","E1",0.0733801703498203,0,0.0385545142045272,0.000265930077291125,2.07962037398491,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1933,6,1,4.90470229904781,1,11.67812301,0,"E1 Q1","UG","E1",0.103313757941821,0,0,0.0136704616478651,11.1638189056189,0.00154,"Control","Historical","Control","Control"
"ARTR","Q1",1933,4,2,5.12703138379501,1,5.694694113,0,"E1 Q1","UG","E1",0,0.270195243726375,0.0174139487120252,0.274801512020104,4.78689688889479,0.00482,"Control","Historical","Control","Control"
"ARTR","Q1",1933,5,2,4.58168198356202,1,9.17e-09,0,"E1 Q1","UG","E1",0.0283109272448394,0,0,0.00073121692671608,0.376188990551697,0.05371,"Control","Historical","Control","Control"
"ARTR","Q1",1934,4,3,4.56609024539789,1,6.973012084,0,"E1 Q1","UG","E1",0,0.0393815210726837,0.0054778789656767,0.052490802858247,5.41345570268282,0.01676,"Control","Historical","Control","Control"
"ARTR","Q1",1934,7,2,3.97957019273712,1,0.281508174,0,"E1 Q1","UG","E1",5.53823440441193e-12,0,0,0.0246909642017297,0.172957809376917,0.05625,"Control","Historical","Control","Control"
"ARTR","Q1",1934,9,1,4.01574539661241,1,1.4e-08,0,"E1 Q1","UG","E1",0.116284720457458,0,0.0171276030385969,0.000156671935846721,0.15009684629229,0.0153,"Control","Historical","Control","Control"
"ARTR","Q1",1934,6,2,3.68781852778056,1,20.56658862,0,"E1 Q1","UG","E1",0.273306429704149,1.26211241147859e-05,0,0.00291718337657622,0.597161294916139,0.00143,"Control","Historical","Control","Control"
"ARTR","Q1",1934,1,3,3.44592390071585,1,2.996504246,0,"E1 Q1","UG","E1",0.00110567318492278,0.0031075,0,0.0257583912546497,0.368231787917472,0.04956,"Control","Historical","Control","Control"
"ARTR","Q1",1934,5,3,3.57323242291865,1,0.126283955,0,"E1 Q1","UG","E1",1.02421937413055e-09,0,0.000344083147691422,0.00215459950345019,0.0618698074034828,0.425,"Control","Historical","Control","Control"
"ARTR","Q1",1934,2,3,5.05145571805528,1,5.359333965,0,"E1 Q1","UG","E1",0.0283588616879064,0,0.0154577210405005,0.00430248367430434,1.10956751812565,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1935,9,2,4.6950315150037,1,-9.78e-09,0,"E1 Q1","UG","E1",0.21942306055236,0,0.631550479844581,0.000123453039058925,0.154600980570739,0.0049,"Control","Historical","Control","Control"
"ARTR","Q1",1935,5,4,4.86091428543978,1,0.13938941,0,"E1 Q1","UG","E1",0,0,0.000619706082900029,0.00142394621977528,0.211912791051248,0.58163,"Control","Historical","Control","Control"
"ARTR","Q1",1935,15,1,-1.38629436111989,0,39.99425585,0,"E1 Q1","UG","E1",0.0313554214859493,0.016797279503189,0.00146402787633647,0.00752526668990166,19.6896966885138,0.0202,"Control","Historical","Control","Control"
"ARTR","Q1",1935,14,1,-1.38629436111989,0,36.68304803,0,"E1 Q1","UG","E1",0.0130385616672008,7.41415115214912e-06,0.0245282635546495,0.0201185559527949,0.627101410133797,0.00055,"Control","Historical","Control","Control"
"ARTR","Q1",1935,11,1,2.39741294104056,1,-7.08e-09,0,"E1 Q1","UG","E1",0.425117487222211,0.0462401655643586,0.001555,4.26169030857314,16.8461323781748,0.01533,"Control","Historical","Control","Control"
"ARTR","Q1",1935,6,3,4.38062014265254,1,17.54832303,0,"E1 Q1","UG","E1",0.533133641112193,6.72389040216857e-05,0.0188840236952941,0.0125994824052881,1.6432201668256,0.00143,"Control","Historical","Control","Control"
"ARTR","Q1",1935,7,3,4.97919794859668,1,5.79831131,0,"E1 Q1","UG","E1",0.0303257348633988,0,0,0.00679017038300594,0.418950254166779,1.04862,"Control","Historical","Control","Control"
"ARTR","Q1",1935,1,4,3.98723415491507,1,-1.72e-08,0,"E1 Q1","UG","E1",5.17342156529093e-05,0.0108675,0,0.142061172131691,1.20559560423848,0.06822,"Control","Historical","Control","Control"
"ARTR","Q1",1935,4,4,5.29306963928162,1,4.80641911,0,"E1 Q1","UG","E1",0.084630075696541,0.0330262146793574,0.0164826696773948,0.197001331145076,1.38569351322285,0.00195,"Control","Historical","Control","Control"
"ARTR","Q1",1935,2,4,5.96627046249528,1,-1.72e-08,0,"E1 Q1","UG","E1",0.0886554029363766,0,0.0260078398906973,0.0079668481417866,1.93051559309225,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1935,16,1,-1.38629436111989,0,4.628309724,0,"E1 Q1","UG","E1",0,0,0.0316606674109153,0.463521059487558,0.0880748602341681,0,"Control","Historical","Control","Control"
"ARTR","Q1",1935,12,1,-1.38629436111989,0,7.518525351,0,"E1 Q1","UG","E1",7.43053227224393,2.23540379040408e-06,0,0.0147455738932712,0.0589833123257818,0.00344,"Control","Historical","Control","Control"
"ARTR","Q1",1936,9,3,3.14901919702254,1,1.42600662,0,"E1 Q1","UG","E1",0.174181382041207,3.25e-05,0.563329358144082,0.00102438940068522,0.143955222335045,0.38254,"Control","Historical","Control","Control"
"ARTR","Q1",1936,1,5,3.48889326920986,1,1.71e-08,0,"E1 Q1","UG","E1",0.00093696219531972,0.0823826698653299,0,0.128353412330966,2.09060510652589,0.0153,"Control","Historical","Control","Control"
"ARTR","Q1",1936,4,5,5.21102589306232,1,5.558158184,0,"E1 Q1","UG","E1",0.0651262176138685,0.136532340358103,0.0104599953839784,0.135090669831772,3.82226625132455,0.01725,"Control","Historical","Control","Control"
"ARTR","Q1",1936,7,4,4.4621217802033,1,5.930048803,0,"E1 Q1","UG","E1",0.00873407050463288,0.00402111601537031,0,0.385878393379993,0.382891872029783,0.13778,"Control","Historical","Control","Control"
"ARTR","Q1",1936,6,4,4.49225892327615,1,12.54221753,0,"E1 Q1","UG","E1",0.230578739041764,0,0.00973000733148811,0.0180562604086069,0.0402662364979077,0.00014,"Control","Historical","Control","Control"
"ARTR","Q1",1936,5,5,4.94413168539377,1,0.158175336,0,"E1 Q1","UG","E1",0,3.25e-05,0.0424534340692793,0.270014878976638,0.0295933466001566,1.17044,"Control","Historical","Control","Control"
"ARTR","Q1",1936,2,5,5.49307970037553,1,1.71e-08,0,"E1 Q1","UG","E1",0.0141930687783229,0.18285403063775,0.0186871201489555,0.0189390796677373,0.629681929263898,1.02009,"Control","Historical","Control","Control"
"ARTR","Q1",1937,5,6,5.00531424974933,1,0.114279266,0,"E1 Q1","UG","E1",0,0,0.0132899935327695,0.000641428459900482,0.315872420677227,0.05443,"Control","Historical","Control","Control"
"ARTR","Q1",1937,9,4,3.1745404259814,0,2.010634745,0,"E1 Q1","UG","E1",1.00292259439059,0,0.144756445161453,0.00013481534801237,0.10621688760299,0.00143,"Control","Historical","Control","Control"
"ARTR","Q1",1937,4,6,5.27152179798246,1,9.712424574,0,"E1 Q1","UG","E1",1.05311974607503e-10,0.088045766539745,0.00636162819456682,0.151539329886785,5.47907828901337,0.00179,"Control","Historical","Control","Control"
"ARTR","Q1",1937,7,5,5.14765908477645,1,5.37299565,0,"E1 Q1","UG","E1",0.0883898415809086,0.155030473286571,0,0.237097661512346,0.0435278844339731,0.2079,"Control","Historical","Control","Control"
"ARTR","Q1",1937,2,6,6.17656549344287,1,8.72e-09,0,"E1 Q1","UG","E1",0.0185380555549359,0.0868135312276027,2.75e-05,0.00694925447964145,1.07828376057646,0,"Control","Historical","Control","Control"
"ARTR","Q1",1937,6,5,5.24104305887501,1,6.854438635,0,"E1 Q1","UG","E1",0.236139611549665,0,0.00284154529333083,0.00483981171325854,3.85743628979271,0.00154,"Control","Historical","Control","Control"
"ARTR","Q1",1937,1,6,3.68390312671002,1,8.72e-09,0,"E1 Q1","UG","E1",0.190588746958456,0.0684958428296194,2.75e-05,0.110353816963483,2.6204513497899,0.02012,"Control","Historical","Control","Control"
"ARTR","Q1",1938,6,6,5.24295287501978,1,4.894639391,0,"E1 Q1","UG","E1",0.268189964837023,0,0.00222577211543895,0.00996791151287838,2.42294215598577,0.00154,"Control","Historical","Control","Control"
"ARTR","Q1",1938,4,7,5.86290776200894,1,2.247572998,0,"E1 Q1","UG","E1",0.0868706176815951,0.0559780659215324,0.014381403040937,0.111582119341376,29.5630508846472,0.02161,"Control","Historical","Control","Control"
"ARTR","Q1",1938,7,6,5.41510096248645,1,1.47e-08,0,"E1 Q1","UG","E1",0.233931177536676,0.00029101148499422,0,0.00759130433187975,0.601598140708997,0.01714,"Control","Historical","Control","Control"
"ARTR","Q1",1938,2,7,6.46583333252542,1,1.47e-08,0,"E1 Q1","UG","E1",0.0277530263540963,2.85479427923381e-05,0.0313126597039441,0.00435986348451326,0.678754789692049,0,"Control","Historical","Control","Control"
"ARTR","Q1",1938,5,7,5.40611489791934,1,0.040042535,0,"E1 Q1","UG","E1",0,0,0.0111642056793498,0.00104899193753221,0.163168404510245,0.03277,"Control","Historical","Control","Control"
"ARTR","Q1",1938,1,7,3.9036030087381,1,1.47e-08,0,"E1 Q1","UG","E1",0.148988793262003,0.00787043936075513,0,0.0645642411893994,0.5977938963986,0.00234,"Control","Historical","Control","Control"
"ARTR","Q1",1939,2,8,6.50502587846125,1,0.08676286,0,"E1 Q1","UG","E1",0.00539315923632626,0,0.0499963263560172,0.00109682153249174,1.27136290517862,0,"Control","Historical","Control","Control"
"ARTR","Q1",1939,4,8,5.44524386426674,1,5.622928474,0,"E1 Q1","UG","E1",7.73922437247165e-12,0.185343003548335,0.0158542524690722,0.246983793833848,28.4111720590639,0.00542,"Control","Historical","Control","Control"
"ARTR","Q1",1939,6,7,4.2312070099049,0,-2.16e-09,0,"E1 Q1","UG","E1",0.131844738903364,0,0.000225821876926496,0.00131789387946176,0.0609292024431358,0.27188,"Control","Historical","Control","Control"
"ARTR","Q1",1939,1,8,4.02571975120687,1,2.21e-08,0,"E1 Q1","UG","E1",0.153644505802826,0,0,0.0654099903367211,0.0837514838217178,0.00055,"Control","Historical","Control","Control"
"ARTR","Q1",1939,5,8,5.43372036774504,1,0.195235491,0,"E1 Q1","UG","E1",0,0.0778875,0.0030917012461261,0.00106875230993058,0.0365595211007037,0.36756,"Control","Historical","Control","Control"
"ARTR","Q1",1939,7,7,5.43854804948196,1,0.259426909,0,"E1 Q1","UG","E1",0.343729202396711,0.00814946771974242,0,0.00504401789533907,0.981087739879788,0.01489,"Control","Historical","Control","Control"
"ARTR","Q1",1940,2,9,6.71836016659745,1,0.042018296,0,"E1 Q1","UG","E1",0,0,0.0120264362012581,0.0080328813347185,2.81752167338109,0,"Control","Historical","Control","Control"
"ARTR","Q1",1940,5,9,5.24554384505944,1,0.056375346,0,"E1 Q1","UG","E1",0,0.00333906824105703,0.00756352676645133,0.000470523734017126,13.9529897643206,0.01627,"Control","Historical","Control","Control"
"ARTR","Q1",1940,6,8,-0.0941548960017206,0,25.24867147,0,"E1 Q1","UG","E1",1.94493672436716,0,0.622883960275516,0.0853013684892305,7.79632673202091,0.13594,"Control","Historical","Control","Control"
"ARTR","Q1",1940,1,9,4.58584515574628,1,-1.2e-10,0,"E1 Q1","UG","E1",1.3774850003756e-10,0.0736032779363397,0,0.0983401674677366,0.0200400410573144,0.00014,"Control","Historical","Control","Control"
"ARTR","Q1",1940,7,8,5.36093303315393,1,0.061673004,0,"E1 Q1","UG","E1",0.475583391747046,0.0178592520023174,0,0.110581257367137,0.523941650204775,0.02061,"Control","Historical","Control","Control"
"ARTR","Q1",1940,4,9,5.76399628488542,1,4.108631574,0,"E1 Q1","UG","E1",1.39173229740663e-10,0.0845164355862258,0.0140260723439424,0.268871947626067,19.1661850847962,0.15628,"Control","Historical","Control","Control"
"ARTR","Q1",1941,2,10,6.84836996889533,1,1.78e-08,0,"E1 Q1","UG","E1",0,0.462240156144172,0.0147784182859737,0.00485057106959993,0.850381285490905,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1941,5,10,5.16216442065356,1,0.085925363,0,"E1 Q1","UG","E1",1.21329875923948e-10,0,0.0586754390921071,0.00072934769265459,3.83104393094717,0.00986,"Control","Historical","Control","Control"
"ARTR","Q1",1941,4,10,6.00409669056611,1,0.889984735,0,"E1 Q1","UG","E1",7.97578195488312e-11,0.0440683126520844,0.216904202196622,0.335609193050139,0.13519234004897,0.00066,"Control","Historical","Control","Control"
"ARTR","Q1",1941,7,9,5.23026767780294,1,0.220142548,0,"E1 Q1","UG","E1",0.671893612961905,0.169277301787683,0.003825,0.067591442303628,0.824961599718399,0.06863,"Control","Historical","Control","Control"
"ARTR","Q1",1941,1,10,4.48076577172,1,-1.5e-08,0,"E1 Q1","UG","E1",0,0.0249966753212922,8.30972484917975e-05,0.144782926151166,0.000552956806793031,3e-05,"Control","Historical","Control","Control"
"ARTR","Q1",1945,2,14,6.93983344767164,1,0.05794878,0,"E1 Q1","UG","E1",0,0.191583099056413,0.0561684258517928,0.00216668048540121,0.110309821701273,0.0306,"Control","Historical","Control","Control"
"ARTR","Q1",1945,23,1,-1.38629436111989,1,7.976587852,0,"E1 Q1","UG","E1",0.536425534969312,2.26062381316892,0.127231646378483,0.185127151023863,0.290588822815063,0.39445,"Control","Historical","Control","Control"
"ARTR","Q1",1945,1,14,5.45941568057432,1,-7.37e-09,0,"E1 Q1","UG","E1",0.0089802452873185,0.184322859988195,0,0.124007262475581,0.0580636417030257,0.0169,"Control","Historical","Control","Control"
"ARTR","Q1",1945,21,1,-1.38629436111989,0,42.15398007,0,"E1 Q1","UG","E1",2.38574417187227,5.32415794991043e-05,0.000135637866236366,1.5e-05,0.523164276906468,0,"Control","Historical","Control","Control"
"ARTR","Q1",1945,4,14,5.78264634808529,1,2.505830035,0,"E1 Q1","UG","E1",0.103147869077877,1.52949960506886,0.0024881396848465,0.00551102919192786,0.076427064846193,0.00085,"Control","Historical","Control","Control"
"ARTR","Q1",1945,5,14,5.18982936651649,1,0.192694091,0,"E1 Q1","UG","E1",0,0,0.00510568553939907,0.00238794420134589,0.232616609248208,0.00501,"Control","Historical","Control","Control"
"ARTR","Q1",1945,7,13,5.33621994018316,1,4.098419882,0,"E1 Q1","UG","E1",0.780788220849109,0.135677527272623,0.0123457886516948,0.00529960717762167,0.497654565483989,0.00044,"Control","Historical","Control","Control"
"ARTR","Q1",1946,5,15,4.71053758292224,1,0.855607371,0,"E1 Q1","UG","E1",1.19350991894862e-09,0,0.0233346837253715,0.00423043399971631,0.00343465932209209,0.01533,"Control","Historical","Control","Control"
